year,status,description
2014,Candidate,"adobe flash player before 13.0.0.244 and 14.x and 15.x before 15.0.0.152 on windows and os x and before 11.2.202.406 on linux, adobe air before 15.0.0.249 on windows and os x and before 15.0.0.252 on android, adobe air sdk before 15.0.0.249, and adobe air sdk & compiler before 15.0.0.249 allow attackers to bypass intended access restrictions via unspecified vectors."
2014,Candidate,"adobe flash player before 13.0.0.244 and 14.x and 15.x before 15.0.0.152 on windows and os x and before 11.2.202.406 on linux, adobe air before 15.0.0.249 on windows and os x and before 15.0.0.252 on android, adobe air sdk before 15.0.0.249, and adobe air sdk & compiler before 15.0.0.249 allow attackers to execute arbitrary code or cause a denial of service (memory corruption) via unspecified vectors, a different vulnerability than cve-2014-0547, cve-2014-0549, cve-2014-0550, cve-2014-0551, and cve-2014-0552."
2014,Candidate,"heap-based buffer overflow in adobe flash player before 13.0.0.244 and 14.x and 15.x before 15.0.0.152 on windows and os x and before 11.2.202.406 on linux, adobe air before 15.0.0.249 on windows and os x and before 15.0.0.252 on android, adobe air sdk before 15.0.0.249, and adobe air sdk & compiler before 15.0.0.249 allows attackers to execute arbitrary code via unspecified vectors, a different vulnerability than cve-2014-0559."
2014,Candidate,"adobe flash player before 13.0.0.244 and 14.x and 15.x before 15.0.0.152 on windows and os x and before 11.2.202.406 on linux, adobe air before 15.0.0.249 on windows and os x and before 15.0.0.252 on android, adobe air sdk before 15.0.0.249, and adobe air sdk & compiler before 15.0.0.249 do not properly restrict discovery of memory addresses, which allows attackers to bypass the aslr protection mechanism via unspecified vectors."
2014,Candidate,"adobe flash player before 13.0.0.250 and 14.x and 15.x before 15.0.0.189 on windows and os x and before 11.2.202.411 on linux, adobe air before 15.0.0.293, adobe air sdk before 15.0.0.302, and adobe air sdk & compiler before 15.0.0.302 allow attackers to execute arbitrary code or cause a denial of service (memory corruption) via unspecified vectors, a different vulnerability than cve-2014-0564."
2014,Candidate,"heap-based buffer overflow in adobe flash player before 13.0.0.244 and 14.x and 15.x before 15.0.0.152 on windows and os x and before 11.2.202.406 on linux, adobe air before 15.0.0.249 on windows and os x and before 15.0.0.252 on android, adobe air sdk before 15.0.0.249, and adobe air sdk & compiler before 15.0.0.249 allows attackers to execute arbitrary code via unspecified vectors, a different vulnerability than cve-2014-0556."
2014,Candidate,use-after-free vulnerability in adobe reader and acrobat 10.x before 10.1.12 and 11.x before 11.0.09 on windows and os x allows attackers to execute arbitrary code via unspecified vectors.
2014,Candidate,"heap-based buffer overflow in adobe reader and acrobat 10.x before 10.1.12 and 11.x before 11.0.09 on windows and os x allows attackers to execute arbitrary code via unspecified vectors, a different vulnerability than cve-2014-0567."
2014,Candidate,"cross-site scripting (xss) vulnerability in adobe reader and acrobat 10.x before 10.1.12 and 11.x before 11.0.09 on os x allows remote attackers to inject arbitrary web script or html via unspecified vectors, aka ""universal xss (uxss)."""
2014,Candidate,adobe reader and acrobat 10.x before 10.1.12 and 11.x before 11.0.09 on windows and os x allow attackers to cause a denial of service (memory corruption) via unspecified vectors.
2014,Candidate,"adobe flash player before 13.0.0.250 and 14.x and 15.x before 15.0.0.189 on windows and os x and before 11.2.202.411 on linux, adobe air before 15.0.0.293, adobe air sdk before 15.0.0.302, and adobe air sdk & compiler before 15.0.0.302 allow attackers to execute arbitrary code or cause a denial of service (memory corruption) via unspecified vectors, a different vulnerability than cve-2014-0558."
2014,Candidate,"adobe reader and acrobat 10.x before 10.1.12 and 11.x before 11.0.09 on windows and os x allow attackers to execute arbitrary code or cause a denial of service (memory corruption) via unspecified vectors, a different vulnerability than cve-2014-0566."
2014,Candidate,"adobe reader and acrobat 10.x before 10.1.12 and 11.x before 11.0.09 on windows and os x allow attackers to execute arbitrary code or cause a denial of service (memory corruption) via unspecified vectors, a different vulnerability than cve-2014-0565."
2014,Candidate,"heap-based buffer overflow in adobe reader and acrobat 10.x before 10.1.12 and 11.x before 11.0.09 on windows and os x allows attackers to execute arbitrary code via unspecified vectors, a different vulnerability than cve-2014-0561."
2014,Candidate,"the ntsetinformationfile system call hook feature in adobe reader and acrobat 10.x before 10.1.12 and 11.x before 11.0.09 on windows allows attackers to bypass a sandbox protection mechanism, and consequently execute native code in a privileged context, via an ntfs junction attack."
2014,Candidate,"integer overflow in adobe flash player before 13.0.0.250 and 14.x and 15.x before 15.0.0.189 on windows and os x and before 11.2.202.411 on linux, adobe air before 15.0.0.293, adobe air sdk before 15.0.0.302, and adobe air sdk & compiler before 15.0.0.302 allows attackers to execute arbitrary code via unspecified vectors."
2014,Candidate,"cross-site request forgery (csrf) vulnerability in adobe coldfusion 9.0 before update 13, 9.0.1 before update 12, 9.0.2 before update 7, 10 before update 14, and 11 before update 2 allows remote attackers to hijack the authentication of unspecified victims via unknown vectors."
2014,Candidate,"cross-site scripting (xss) vulnerability in adobe coldfusion 9.0 before update 13, 9.0.1 before update 12, 9.0.2 before update 7, 10 before update 14, and 11 before update 2 allows remote attackers to inject arbitrary web script or html via unspecified vectors."
2014,Candidate,"adobe coldfusion 9.0 before update 13, 9.0.1 before update 12, 9.0.2 before update 7, 10 before update 14, and 11 before update 2 allows local users to bypass intended ip-based access restrictions via unspecified vectors."
2014,Candidate,"use-after-free vulnerability in adobe flash player before 13.0.0.252 and 14.x and 15.x before 15.0.0.223 on windows and os x and before 11.2.202.418 on linux, adobe air before 15.0.0.356, adobe air sdk before 15.0.0.356, and adobe air sdk & compiler before 15.0.0.356 allows attackers to execute arbitrary code via unspecified vectors, a different vulnerability than cve-2014-0588 and cve-2014-8438."
2014,Candidate,"double free vulnerability in adobe flash player before 13.0.0.252 and 14.x and 15.x before 15.0.0.223 on windows and os x and before 11.2.202.418 on linux, adobe air before 15.0.0.356, adobe air sdk before 15.0.0.356, and adobe air sdk & compiler before 15.0.0.356 allows attackers to execute arbitrary code via unspecified vectors."
2014,Candidate,
2014,Candidate,"adobe flash player before 13.0.0.252 and 14.x and 15.x before 15.0.0.223 on windows and os x and before 11.2.202.418 on linux, adobe air before 15.0.0.356, adobe air sdk before 15.0.0.356, and adobe air sdk & compiler before 15.0.0.356 allow attackers to execute arbitrary code or cause a denial of service (memory corruption) via unspecified vectors, a different vulnerability than cve-2014-0581, cve-2014-8440, and cve-2014-8441."
2014,Candidate,"adobe flash player before 13.0.0.252 and 14.x and 15.x before 15.0.0.223 on windows and os x and before 11.2.202.418 on linux, adobe air before 15.0.0.356, adobe air sdk before 15.0.0.356, and adobe air sdk & compiler before 15.0.0.356 allow attackers to execute arbitrary code by leveraging an unspecified ""type confusion,"" a different vulnerability than cve-2014-0584, cve-2014-0585, cve-2014-0586, and cve-2014-0590."
2014,Candidate,
2014,Candidate,
2014,Candidate,adobe flash player before 13.0.0.259 and 14.x through 16.x before 16.0.0.235 on windows and os x and before 11.2.202.425 on linux allows remote attackers to bypass the same origin policy via unspecified vectors.
2014,Candidate,"adobe flash player before 13.0.0.252 and 14.x and 15.x before 15.0.0.223 on windows and os x and before 11.2.202.418 on linux, adobe air before 15.0.0.356, adobe air sdk before 15.0.0.356, and adobe air sdk & compiler before 15.0.0.356 allow attackers to execute arbitrary code or cause a denial of service (memory corruption) via unspecified vectors, a different vulnerability than cve-2014-0576, cve-2014-8440, and cve-2014-8441."
2014,Candidate,"heap-based buffer overflow in adobe flash player before 13.0.0.252 and 14.x and 15.x before 15.0.0.223 on windows and os x and before 11.2.202.418 on linux, adobe air before 15.0.0.356, adobe air sdk before 15.0.0.356, and adobe air sdk & compiler before 15.0.0.356 allows attackers to execute arbitrary code via unspecified vectors, a different vulnerability than cve-2014-0589."
2014,Candidate,"heap-based buffer overflow in adobe flash player before 13.0.0.252 and 14.x and 15.x before 15.0.0.223 on windows and os x and before 11.2.202.418 on linux, adobe air before 15.0.0.356, adobe air sdk before 15.0.0.356, and adobe air sdk & compiler before 15.0.0.356 allows attackers to complete a transition from low integrity to medium integrity via unspecified vectors."
2014,Candidate,"adobe flash player before 13.0.0.252 and 14.x and 15.x before 15.0.0.223 on windows and os x and before 11.2.202.418 on linux, adobe air before 15.0.0.356, adobe air sdk before 15.0.0.356, and adobe air sdk & compiler before 15.0.0.356 allow attackers to execute arbitrary code by leveraging an unspecified ""type confusion,"" a different vulnerability than cve-2014-0577, cve-2014-0585, cve-2014-0586, and cve-2014-0590."
2014,Candidate,"adobe flash player before 13.0.0.252 and 14.x and 15.x before 15.0.0.223 on windows and os x and before 11.2.202.418 on linux, adobe air before 15.0.0.356, adobe air sdk before 15.0.0.356, and adobe air sdk & compiler before 15.0.0.356 allow attackers to execute arbitrary code by leveraging an unspecified ""type confusion,"" a different vulnerability than cve-2014-0577, cve-2014-0584, cve-2014-0586, and cve-2014-0590."
2014,Candidate,"adobe flash player before 13.0.0.252 and 14.x and 15.x before 15.0.0.223 on windows and os x and before 11.2.202.418 on linux, adobe air before 15.0.0.356, adobe air sdk before 15.0.0.356, and adobe air sdk & compiler before 15.0.0.356 allow attackers to execute arbitrary code by leveraging an unspecified ""type confusion,"" a different vulnerability than cve-2014-0577, cve-2014-0584, cve-2014-0585, and cve-2014-0590."
